着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,10,ロコポルティ,牡6,56.0,丸山,1:55.6,,8,19.3,35.9,栗東西園正,520(-4)
2,8,16,ルクスフロンティア,牡4,57.0,荻野極,1:56.1,2.1/2,1,3.0,36.9,栗東松永幹,492(+12)
3,7,13,リチャ,牡4,56.0,団野,1:56.5,2.1/2,2,5.5,37.0,美浦田中博,496(+2)
4,4,8,セイクリッドゲイズ,セ6,56.0,吉田隼,1:56.5,クビ,5,9.8,36.5,栗東佐々木,490(-4)
5,6,11,アオイイーグル,牡4,56.0,西塚,1:56.9,2,6,10.5,36.7,栗東大久保,488(+2)
6,3,6,タイセイエピソード,牡5,55.0,亀田,1:56.9,アタマ,7,18.7,37.4,栗東杉山晴,494(+12)
7,3,5,セブンスレター,セ5,53.0,黛,1:57.0,3/4,11,52.7,37.3,美浦武井,488(+2)
8,2,4,ワセダハーツ,牡6,54.0,菱田,1:57.1,クビ,13,86.6,36.5,栗東橋口,442(-8)
9,4,7,フランスゴデイナ,牡6,57.0,リョン,1:57.1,クビ,3,5.8,37.8,栗東森秀,498(+2)
10,2,3,ヴェノム,牡6,50.0,城戸,1:57.3,1.1/4,16,230.9,37.2,美浦天間,538(-14)
11,1,2,サトノスライヴ,牡7,53.0,角田和,1:57.8,3,15,195.5,38.6,美浦上原佑,528(+4)
12,1,1,ビップスコーピオン,牡4,56.0,吉田豊,1:57.9,クビ,9,21.3,38.1,美浦田島,462(+2)
13,8,15,カレンアルカンタラ,牡4,55.0,角田河,1:58.2,2,10,26.4,38.5,栗東新谷,504(+4)
14,6,12,トップスティール,牡5,56.0,秋山稔,1:58.3,1/2,14,129.4,38.7,美浦深山,502(-6)
15,7,14,キュールエフウジン,牡5,57.0,藤岡佑,2:00.0,10,4,7.9,39.5,栗東中尾,500(+4)
中止,5,9,ラヴォラーレ,牡6,55.0,富田,,,12,55.6,,美浦武市,528(-14)
