馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ノーブルロジャー,牡5,吉村,栗東・吉岡,差し,64.3,9,5,,35.7,500(0),阪神,36,中4週,Y,,3,パレスマリス,More Than Ready,
2,2,ジュンウィンダム,牝6,国分優,栗東・浜田,差し,241.6,11,15,,35.1,510(+6),阪神,49,中6週,Y,,3,カレンブラックヒル,ベーカバド,
3,3,ハッピーマン,牡4,,栗東・寺島,差し,78.0,10,7,,37.3,476(+4),京都,70,中9週,Y,,2,ダノンレジェンド,キングカメハメハ,
4,3,モンドプリューム,牡6,武藤,美浦・水野,差し,266.6,12,14,,37.1,514(+2),阪神,36,中4週,Y,,3,サトノダイヤモンド,シニスターミニスター,
5,4,ドンインザムード,牡4,荻野極,栗東・今野,差し,1.8,1,1,,35.8,540(+2),東京,64,中8週,Y,,3,アジアエクスプレス,アグネスタキオン,
6,4,ケイアイドリー,牡9,藤懸,栗東・前川,先行,318.2,14,12,,36.8,534(0),阪神,49,中6週,Y,,3,エスポワールシチー,Seeking the Gold,
7,5,ダノンフィーゴ,牡4,川田,栗東・友道,差し,5.1,2,2,,38.3,466(+6),高知,124,中17週,,,1,Into Mischief,Candy Ride,
8,5,ベルジュロネット,牡4,Ｍデム,栗東・大久保,差し,8.8,4,1,,35.8,550(0),阪神,36,中4週,Y,,3,ロードカナロア,サクラバクシンオー,
9,6,インユアパレス,牡5,横山武,栗東・須貝,差し,10.6,5,3,,36.6,484(-6),京都,70,中9週,Y,,2,パレスマリス,ディープインパクト,
10,6,トリリオンボーイ B,セ4,中井,美浦・武井,差し,305.9,13,8,,36.8,472(-12),京都,70,中9週,Y,,3,マクフィ,ルーラーシップ,
11,7,メイショウハチロー,牡4,団野,栗東・福永,差し,14.0,6,1,,36.3,504(-6),東京,56,中7週,Y,,3,シニスターミニスター,ダイワメジャー,
12,7,バトルクライ,牡7,,美浦・高木,差し,39.9,8,5,,35.4,510(+2),東京,91,中12週,Y,,3,イスラボニータ,キングカメハメハ,
13,8,ドラゴンテイラー B,牡4,坂井,栗東・藤原,,8.7,3,1,,36.5,536(+4),中京,127,中17週,Y,,3,Liam's Map,Bluegrass Cat,
14,8,マテンロウコマンド,牡4,松山,栗東・長谷川,差し,16.3,7,1,,38.6,510(-2),高知,124,中17週,,,1,ドレフォン,キングヘイロー,
