着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,マーブルパレス,牝2,55.0,石橋脩,1:08.2,,6,10.5,33.9,栗東西園正,418(0)
2,4,5,ロンドンオービタル,牝2,55.0,横山武,1:08.6,2.1/2,4,6.8,34.1,美浦岩戸,442(+2)
3,2,2,ハイヤーマーク,牡2,56.0,マーカ,1:08.6,アタマ,1,4.8,33.8,美浦手塚久,466(0)
4,3,3,プリティーミズホ,牝2,55.0,荻野極,1:08.7,クビ,9,17.0,34.1,美浦菊川,460(-2)
5,5,6,レオアジャイル,牝2,55.0,横山典,1:08.8,1/2,2,5.5,33.4,美浦杉浦,472(-6)
6,7,11,コパノトーマス,牡2,56.0,原,1:08.8,クビ,8,15.1,34.2,美浦青木,478(+2)
7,4,4,コックオーヴァン,牝2,55.0,松岡,1:08.9,クビ,12,37.2,34.4,美浦伊藤伸,454(-10)
8,7,10,クリエープキー,牝2,55.0,木幡巧,1:08.9,クビ,5,9.4,34.2,美浦牧,444(-4)
9,5,7,ディヴァインスカイ,牡2,56.0,吉田豊,1:09.0,クビ,7,11.7,34.0,美浦田島,478(-2)
10,6,9,ヤマメライズ,牡2,56.0,戸崎圭,1:09.1,3/4,3,5.7,33.9,美浦田島,428(+8)
11,8,13,ラテラルパーム,牡2,56.0,佐々木,1:09.2,1/2,10,20.0,34.2,美浦栗田,464(+6)
12,6,8,リネンタイリン,牡2,56.0,柴田大,1:09.3,1,13,58.3,33.8,美浦南田,474(+2)
13,8,12,マイオウンウェイ,牡2,56.0,プーシ,1:09.5,1.1/2,11,26.3,34.3,栗東高野,448(+6)
