券種,組み合わせ,配当,人気
単勝,6,830,4
複勝,6,210,3
複勝,10,130,1
複勝,16,140,2
枠連,3-5,910,2
馬連,6-10,1520,6
ワイド,6-10,630,8
ワイド,6-16,560,5
ワイド,10-16,320,1
馬単,6-10,3990,16
3連複,6-10-16,2110,4
3連単,6-10-16,16310,33
