馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,プラチナムレイアー,セ7,小牧加,栗東・河嶋,差し,16.0,6,1,障害4歳以上未勝利,13.7,508(+6),中山,49,中6週,Y,,3,マツリダゴッホ,アグネスデジタル,,
2,2,コルドゥーン,牡9,,美浦・石栗,差し,216.6,11,13,,13.9,466(-4),小倉,63,中8週,Y,,3,トゥザグローリー,サクラバクシンオー,,
3,3,ナリノモンターニュ,牡8,五十嵐,美浦・上原博,差し,6.1,3,,,0.0,520(-4),小倉,70,中9週,Y,,3,ヴィクトワールピサ,エルコンドルパサー,,
4,4,オールザワールド,牡8,森一,栗東・中竹,先行,2.2,1,3,,13.2,484(+12),東京,195,中27週,Y,Y,3,キズナ,Dansili,,
5,5,ナイトスピアー,牡5,大江圭,美浦・小野,差し,27.4,8,1,障害4歳以上未勝利,13.6,492(+4),小倉,69,中9週,Y,,3,ストロングリターン,メジロベイリー,,
6,6,マケルナマサムネ,牡7,難波,栗東・畑端,先行,57.5,10,10,,13.7,480(-4),中山,35,中4週,Y,,3,ディープブリランテ,ジャングルポケット,,
7,6,トランシルヴァニア,セ8,坂口,美浦・田中剛,先行,10.4,4,3,,13.4,496(-6),小倉,84,中11週,Y,,3,オルフェーヴル,Real Quiet,,
8,7,ウインチェレステ,牡7,草野,美浦・畠山,差し,15.1,5,4,,13.1,508(-12),新潟,182,中25週,Y,Y,3,ドゥラメンテ,Fusaichi Pegasus,,
9,7,トラファルガー,セ5,石神深,美浦・加藤和,,27.0,7,1,障害4歳以上未勝利,14.1,500(-2),阪神,41,中5週,Y,,3,リオンディーズ,Manduro,,
10,8,ワールドスケール,牡8,黒岩,栗東・加藤公,先行,30.9,9,1,,13.5,494(+2),小倉,56,中7週,Y,,3,ワールドエース,アグネスデジタル,,
11,8,インディゴブラック,セ6,小坂,栗東・奥村豊,先行,3.4,2,12,,13.7,522(+6),中山,35,中4週,Y,,3,キタサンブラック,Bernardini,,
