馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,パシーヴ,牡3,三浦,美浦・上原博,差し,27.4,7,7,3歳1勝クラス,36.4,466(-4),東京,15,中1週,Y,,3,ニューイヤーズデイ,ゴールドアリュール,,
2,2,ピーチマカロン,牝3,水口,栗東・大根田,差し,187.4,11,15,3歳1勝クラス,36.4,470(+6),京都,22,中2週,Y,,3,ホッコータルマエ,アドマイヤムーン,,B
3,3,レーティッシュ,牡3,レーン,栗東・高橋一,先行,3.1,2,2,3歳1勝クラス,36.9,500(-4),東京,15,中1週,Y,,3,American Pharoah,Harlan's Holiday,,
4,4,マーズオデッセイ,牡3,横山典,美浦・田中勝,追込,6.0,3,6,3歳1勝クラス,35.4,506(+6),東京,14,中1週,Y,,3,アドマイヤマーズ,Freud,,
5,5,セレジェイラ,牝3,北村友,栗東・西村,差し,19.3,6,1,3歳未勝利,37.4,474(-2),中京,70,中9週,Y,,3,ナダル,ティンバーカントリー,,
6,6,ジーティーエンジン,牡3,横山武,美浦・伊藤圭,,45.7,9,6,3歳1勝クラス,37.9,512(-6),東京,28,中3週,Y,,2,リアルスティール,クロフネ,,B
7,6,メルシージュテーム,牝3,岩田望,美浦・西田,差し,16.3,5,1,3歳新馬,36.5,454(0),東京,98,中13週,Y,,1,ダノンレジェンド,フジキセキ,,
8,7,トリリオンボーイ,牡3,吉田豊,美浦・武井,差し,9.5,4,3,3歳1勝クラス,36.3,476(+2),東京,15,中1週,Y,,3,マクフィ,ルーラーシップ,,
9,7,ドラゴン,牡3,武豊,栗東・松永幹,逃げ,2.2,1,6,,,,メイダン,57,中7週,,,2,マインドユアビスケッツ,ディープインパクト,,
10,8,ドントゥザムーン,牡3,菅原明,美浦・高木,先行,33.2,8,11,,37.6,460(+8),東京,204,中28週,Y,Y,3,カレンブラックヒル,フリオーソ,,B
11,8,スマイルディシー,牝3,,美浦・中川,差し,58.7,10,1,3歳未勝利,37.7,462(+2),東京,119,中16週,Y,,3,ディスクリートキャット,カジノドライヴ,,
