コーナー,通過順
1コーナー,"(*14,12)15,2,5,11-(7,9)(3,10,8)-13,1,6,4"
2コーナー,"(*14,12)(2,15)5-11,7(3,10)8(9,13)1,6,4"
3コーナー,"(14,*12,13)(5,8)(2,7)(10,15,6,1)(11,3)-9-4"
4コーナー,"(12,*13)(14,5,8)(7,6)(2,1)10(15,3)11-9-4"
