馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アリスメティーク,牝4,荻野極,美浦・大竹,差し,7.3,3,1,,34.9,444(0),福島,63,中8週,Y,,3,ミッキーアイル,ハービンジャー,,
3,3,ラビットアイ,牝5,田口,栗東・鈴木孝,差し,19.3,7,4,,33.3,488(-4),東京,43,中5週,Y,,3,エピファネイア,New Approach,,
4,3,レッセパッセ,牝5,菊沢,美浦・柄崎,差し,103.6,11,8,,33.3,394(+4),東京,43,中5週,Y,,3,ダノンバラード,コンデュイット,,
5,4,エーデル,牝5,Ｍデム,美浦・金成,差し,90.6,10,5,4歳以上2勝クラス,34.4,472(-4),東京,50,中6週,Y,,3,デクラレーションオブウォー,フジキセキ,,
6,4,ボウウィンドウ,牝4,戸崎圭,美浦・武井,差し,1.8,1,2,,34.2,472(-2),中山,70,中9週,Y,,3,サートゥルナーリア,ディープインパクト,,
7,5,コスモイシュタル,牝4,松岡,美浦・深山,先行,7.9,4,3,,34.4,440(-12),東京,35,中4週,Y,,3,ゴールドシップ,アドマイヤマックス,,
8,5,オデット,牝4,石橋脩,栗東・緒方,差し,310.9,13,10,4歳以上2勝クラス,35.4,446(-2),京都,64,中8週,Y,,3,ラブリーデイ,メイショウボーラー,,
9,6,エバーグルーヴ,牝4,高杉,栗東・藤岡健,差し,24.6,8,5,,33.8,418(0),阪神,21,中2週,Y,,3,ドゥラメンテ,ディープインパクト,,
10,6,ホウオウシンデレラ,牝5,丸田,美浦・奥村武,差し,17.2,5,2,,33.6,472(0),新潟,42,中5週,Y,,3,エピファネイア,Gilded Time,,
11,7,クロシェットノエル,牝5,武藤,美浦・戸田,差し,18.9,6,4,,34.9,450(-2),東京,21,中2週,Y,,3,ニューイヤーズデイ,ハービンジャー,,
12,7,ノビリシマビジョン,牝4,津村,美浦・青木,先行,4.9,2,2,,33.2,496(-4),東京,64,中8週,Y,,3,フィエールマン,Kingmambo,,
13,8,オルノア,牝6,小崎,栗東・新谷,,73.4,9,,,0.0,504(+4),中山,106,中14週,Y,,3,ゴールドシップ,クロフネ,,B
14,8,レイピカケ,牝5,団野,栗東・野中,差し,241.4,12,10,4歳以上2勝クラス,36.5,468(+2),京都,154,中21週,Y,,3,ハービンジャー,ハーツクライ,,
