馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ワープスピード B,牡4,,美浦・高木,差し,6.0,2,4,,35.4,498(-2),中山,21,中2週,Y,,3,ドレフォン,ディープインパクト,
2,2,エルディアブロ B,牡5,松若,栗東・佐々木,差し,11.8,5,8,4歳以上2勝クラス,38.1,458(+6),中京,63,中8週,Y,,3,キングカメハメハ,ジャングルポケット,
3,3,イヤサカ,牝5,酒井,美浦・天間,,15.6,7,5,,35.7,492(+8),中京,97,中13週,Y,,3,アイルハヴアナザー,Cozzene,
4,4,ブルーゲート,牝4,佐々木,美浦・武井,差し,22.7,8,1,4歳以上1勝クラス,35.2,434(0),中京,14,中1週,Y,,3,トーセンラー,シンボリクリスエス,
5,4,ダディーズトリップ,牡7,丸山,栗東・千田,差し,41.5,10,8,,34.7,460(-6),中京,56,中7週,Y,,3,ドリームジャーニー,デインヒル,
6,5,ヘネラルカレーラ,牝5,角田和,栗東・角田,差し,6.2,3,2,,34.8,460(-4),中京,14,中1週,Y,,3,キズナ,ボストンハーバー,
7,5,タイセイドリーマー,牡5,斎藤,栗東・小栗,先行,44.9,11,5,,35.3,512(-2),中京,14,中1週,Y,,3,ハーツクライ,Tale of the Cat,
8,6,レッドバリエンテ,牡4,西村淳,栗東・中内田,先行,2.1,1,2,,34.3,480(-2),中京,77,中10週,Y,,3,ディープインパクト,Dance Brightly,
9,6,アルバーシャ,牡5,菱田,栗東・岡田,差し,13.6,6,3,,35.0,518(0),阪神,21,中2週,Y,,3,アドマイヤムーン,ダイワメジャー,
10,7,シーリアスラブ,牡7,川又,栗東・杉山佳,差し,243.8,13,9,,35.0,462(0),阪神,13,中1週,Y,,3,ディープインパクト,Mtoto,
11,7,シテフローラル,牡5,鮫島駿,美浦・堀,差し,9.9,4,11,,37.6,446(-16),中山,90,中12週,Y,,3,ディープインパクト,Rossini,
12,8,タイセイコマンド B,牡5,富田,美浦・青木,逃げ,33.0,9,3,,34.6,502(-2),中京,56,中7週,Y,,3,バトルプラン,ステイゴールド,
13,8,エコルフリューゲル,牝4,勝浦,美浦・鈴木慎,差し,99.6,12,7,,34.7,468(0),中京,14,中1週,Y,,3,ダイワメジャー,Kitten's Joy,
