券種,組み合わせ,配当,人気
単勝,1,1190,5
複勝,1,340,5
複勝,13,150,1
複勝,2,720,11
枠連,1-8,1460,6
馬連,1-13,1430,3
ワイド,1-13,720,5
ワイド,1-2,4820,54
ワイド,2-13,2020,23
馬単,1-13,4250,11
3連複,1-2-13,24350,77
3連単,1-13-2,146430,433
