馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ベールドインパクト,牡2,西村淳,美浦・小島,差し,8.3,5,4,2歳新馬,35.6,438(-4),函館,28,中3週,Y,,1,ダノンバラード,タートルボウル,,
2,2,ウインラテアート,牝2,丹内,美浦・宗像,追込,79.1,9,7,2歳未勝利,35.8,468(0),函館,20,中2週,Y,,2,ジョーカプチーノ,キングヘイロー,,
3,3,グランカメリア,牡2,池添,栗東・吉田,,7.3,3,2,2歳未勝利,35.6,472(-2),函館,20,中2週,Y,,2,イスラボニータ,フォーティナイナーズサン,,
4,4,アンジュアルディ,牝2,横山和,栗東・昆,差し,3.7,2,3,2歳新馬,35.2,458(0),函館,28,中3週,Y,,1,バゴ,ディープインパクト,,
5,5,ナックオリオン,牡2,大野,美浦・杉浦,差し,52.1,8,4,2歳未勝利,36.6,474(-2),福島,20,中2週,Y,,2,ミスターメロディ,キンシャサノキセキ,,
6,6,ソロモン,牡2,佐々木,美浦・堀,先行,2.2,1,4,2歳新馬,34.0,524(-6),東京,42,中5週,Y,,1,ミッキーアイル,ハービンジャー,,
7,7,マギームーン,牝2,武豊,栗東・庄野,先行,16.7,7,5,2歳新馬,35.7,416(+8),京都,63,中8週,Y,,1,スワーヴリチャード,キンシャサノキセキ,,
8,7,ゲレル,牝2,浜中,栗東・長谷川,差し,14.5,6,6,2歳新馬,35.6,434(0),札幌,13,中1週,Y,,1,ブラックタイド,キングカメハメハ,,
9,8,ベストロイヤル,牡2,横山琉,美浦・相沢,差し,8.2,4,2,2歳新馬,34.8,490(-8),福島,27,中3週,Y,,1,マクフィ,ディープインパクト,,
10,8,プリスクリプション,牡2,小林勝,栗東・杉山佳,追込,271.7,10,11,2歳新馬,34.4,384(0),函館,56,中7週,Y,,1,オルフェーヴル,ハードスパン,,
