着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,9,ヴルカーノ,牡7,58.0,松岡,1:48.8,,7,41.2,33.9,美浦稲垣,494(-4)
2,8,10,ルーチェロッサ,牝5,56.0,横山琉,1:48.8,ハナ,10,163.9,34.2,美浦相沢,474(+14)
3,3,3,ヤマニンガラッシア,牡8,58.0,大野,1:48.8,アタマ,5,21.6,34.1,美浦辻,460(-4)
4,7,8,パンジャ,牡4,58.0,戸崎圭,1:48.8,クビ,4,7.3,33.4,美浦金成,484(-8)
5,1,1,シンハナーダ,牡4,58.0,ルメー,1:49.0,1,1,1.8,34.0,美浦国枝,468(-2)
6,4,4,オルノア,牝5,56.0,横山和,1:49.0,クビ,2,4.1,34.5,栗東新谷,498(-4)
7,5,5,デファイ,牝4,56.0,団野,1:49.0,クビ,8,50.7,33.7,美浦斎藤誠,460(-2)
8,8,11,レッセパッセ,牝4,56.0,津村,1:49.1,クビ,9,51.8,34.0,栗東西園翔,386(-2)
9,6,7,ルカランフィースト,牡4,58.0,キング,1:49.1,クビ,3,5.6,33.2,美浦鹿戸,478(+2)
10,2,2,アルゲンテウス,セ6,58.0,Mデム,1:49.2,1/2,6,33.4,33.6,美浦小島,464(+2)
11,6,6,ヴィブラツィオーネ,セ6,58.0,石川,1:49.3,1,11,254.7,33.7,美浦辻,470(+4)
