馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,トゥラッタッタ,牡4,石神深,美浦・新開,先行,63.1,10,7,,13.7,472(+6),阪神,56,中7週,Y,,3,デクラレーションオブウォー,ハーツクライ,,
2,2,ロードプレイヤー,牡5,坂口,美浦・尾形,先行,6.9,5,1,障害3歳以上未勝利,12.8,458(+4),新潟,105,中14週,Y,,3,グレーターロンドン,タニノギムレット,,
3,3,タイキフロリゼル,牡7,黒岩,栗東・谷,差し,140.2,11,7,,13.5,474(-4),中京,112,中15週,Y,,3,リオンディーズ,クロフネ,,
4,4,ミトロジー,セ9,金子,美浦・尾関,先行,28.7,7,3,,13.1,482(-2),新潟,196,中27週,Y,Y,3,ダイワメジャー,Editor's Note,,
5,5,プラチナトレジャー,牡7,,美浦・国枝,差し,5.3,4,1,障害3歳以上未勝利,13.8,490(-2),東京,41,中5週,Y,,3,キングカメハメハ,クロフネ,,
6,5,インディゴブラック,セ6,小坂,栗東・奥村豊,,4.8,3,4,,13.4,516(-2),東京,27,中3週,Y,,3,キタサンブラック,Bernardini,,
7,6,アルデドゥオーモ,牡4,草野,美浦・矢野,先行,44.0,9,4,,13.3,498(+8),新潟,77,中10週,Y,,3,オルフェーヴル,アグネスタキオン,,
8,6,ダイスアローリング,牡4,上野,美浦・古賀,逃げ,37.6,8,1,障害4歳以上未勝利,13.7,518(+4),小倉,259,中36週,Y,Y,3,サトノダイヤモンド,Smart Strike,,
9,7,スズカハービン,牡5,難波,栗東・高橋忠,逃げ,3.8,2,2,,13.6,468(+2),東京,42,中5週,Y,,3,ハービンジャー,サンデーサイレンス,,
10,7,テクネチウム,牡4,小野寺,栗東・前川,先行,251.9,12,6,,13.7,500(+10),東京,42,中5週,Y,,3,マクフィ,キングズベスト,,
11,8,アサクサゲンキ,セ1,西谷誠,栗東・四位,先行,28.2,6,13,,13.3,468(-4),新潟,91,中12週,Y,,3,Stormy Atlantic,Dixieland Band,,
12,8,オールザワールド,牡8,森一,栗東・中竹,先行,3.2,1,2,,13.5,472(-4),小倉,126,中17週,Y,,3,キズナ,Dansili,,
