券種,組み合わせ,配当,人気
単勝,4,650,3
複勝,4,280,6
複勝,1,220,3
複勝,6,240,4
枠連,1-2,1820,9
馬連,1-4,1790,6
ワイド,1-4,780,8
ワイド,4-6,1170,16
ワイド,1-6,1070,14
馬単,4-1,3760,15
3連複,1-4-6,6470,21
3連単,4-1-6,31250,103
