コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"14(16,12)(15,13)(3,6)(10,11)(2,4)7(1,9)-8,5"
4コーナー,"14(16,12)(3,6,15,13)(10,11)(2,4)(9,7)(1,8)-5"
