券種,組み合わせ,配当,人気
単勝,4,360,2
複勝,4,150,2
複勝,10,430,5
複勝,13,250,3
枠連,2-5,790,4
馬連,4-10,3470,12
ワイド,4-10,810,7
ワイド,4-13,650,3
ワイド,10-13,2110,25
馬単,4-10,5560,18
3連複,4-10-13,7080,19
3連単,4-10-13,40210,106
