馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ニューツーリズム,セ8,小野寺,美浦・黒岩,,9.3,4,2,,13.0,526(+16),中京,98,中13週,Y,,3,ドリームジャーニー,マンハッタンカフェ,,B
2,2,ザレストノーウェア,牡6,江田勇,美浦・新開,差し,153.4,13,8,,13.5,476(+4),福島,14,中1週,Y,,3,ディープインパクト,Gold Away,,B
3,3,ヴァレッタカズマ,牡5,高田,栗東・藤野,先行,30.4,8,6,,13.7,508(0),東京,28,中3週,Y,,3,ミッキーアイル,Giant's Causeway,,
4,4,タンジェントアーク,セ6,土田,美浦・田村,差し,21.7,7,3,,13.0,436(+4),新潟,56,中7週,Y,,3,エイシンフラッシュ,ステイゴールド,,
5,4,スピアヘッド,牡5,石神深,美浦・菊川,先行,13.0,5,5,,13.2,438(0),新潟,35,中4週,Y,,3,ハービンジャー,スペシャルウィーク,,
6,5,ネビーイーム,牡6,小坂,栗東・佐々木,先行,6.8,3,3,,13.2,524(-12),中京,77,中10週,Y,,3,キズナ,シングスピール,,B
7,5,アサクサゲンキ,セ9,小牧加,栗東・音無,先行,2.0,1,2,,13.5,476(+6),京都,21,中2週,Y,,3,Stormy Atlantic,Dixieland Band,,
8,6,パーリーブラック,牡4,草野,美浦・伊坂,先行,4.4,2,1,,13.0,478(-2),新潟,56,中7週,Y,,3,キタサンブラック,Anabaa,,
9,6,プラチナドリーム,牡5,黒岩,栗東・平田,差し,83.8,12,5,,13.7,476(+2),東京,28,中3週,Y,,3,ホッコータルマエ,シンボリクリスエス,,B
10,7,テイエムナイスラン,牡5,五十嵐,美浦・石栗,先行,51.8,11,9,,13.2,542(0),新潟,35,中4週,Y,,3,ジャスタウェイ,シンボリクリスエス,,
11,7,ピーターサイト,牡4,上野,美浦・村田,先行,20.0,6,4,,13.2,474(+2),中山,70,中9週,Y,,3,ワンアンドオンリー,ブライアンズタイム,,
12,8,レディステディゴー,牡6,難波,栗東・中村,差し,42.0,10,7,,13.1,528(+12),新潟,56,中7週,Y,,3,ダイワメジャー,More Than Ready,,
13,8,サンマルグレイト,牡4,大江圭,美浦・佐藤吉,先行,39.5,9,1,障害3歳以上未勝利,13.4,454(+2),新潟,41,中5週,Y,,3,グレーターロンドン,ハービンジャー,,
