券種,組み合わせ,配当,人気
単勝,8,3010,7
複勝,8,400,8
複勝,11,140,2
複勝,5,110,1
枠連,6-8,1610,6
馬連,8-11,2940,10
ワイド,8-11,830,11
ワイド,5-8,880,12
ワイド,5-11,180,1
馬単,8-11,9200,25
3連複,5-8-11,1870,5
3連単,8-11-5,31470,91
