コーナー,通過順
1コーナー,"3,4(11,14)(2,6,15)-(1,10)(7,5)9(8,12,13)"
2コーナー,"3-4,11(2,14)(6,15)1,7(9,10,5)(12,13)8"
3コーナー,"(*3,4)(11,5)(2,15)14(1,6,10,13)7(9,12)8"
4コーナー,"3,4,11(2,5)(1,15)(9,13)12(6,10)(8,7)14"
