券種,組み合わせ,配当,人気
単勝,5,420,3
複勝,5,180,3
複勝,2,230,4
複勝,4,190,2
枠連,2-5,1960,7
馬連,2-5,1970,7
ワイド,2-5,560,7
ワイド,4-5,330,3
ワイド,2-4,650,8
馬単,5-2,3320,13
3連複,2-4-5,2140,8
3連単,5-2-4,14320,54
