券種,組み合わせ,配当,人気
単勝,3,480,2
複勝,3,160,2
複勝,8,500,9
複勝,5,120,1
枠連,3-5,1900,9
馬連,3-8,7660,25
ワイド,3-8,1690,20
ワイド,3-5,250,1
ワイド,5-8,1610,19
馬単,3-8,9880,37
3連複,3-5-8,5950,19
3連単,3-8-5,45580,148
