馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,プリンセッサ,牝4,岩田望,栗東・牧田,先行,3.1,1,8,4歳以上2勝クラス,38.4,520(+6),阪神,99,中13週,Y,,3,ナダル,ディープインパクト,,
2,2,コパノエビータ,牝5,長浜,美浦・手塚久,先行,32.7,7,14,,38.4,428(-6),東京,21,中2週,Y,,3,ダノンレジェンド,ゴールドアリュール,,B
3,3,ネクストダンサー,牝4,,美浦・伊藤圭,差し,91.4,10,12,4歳以上2勝クラス,36.5,496(+4),東京,36,中4週,Y,,3,ドレフォン,サウスヴィグラス,,B
4,4,コンティオ,牝4,横山和,美浦・和田勇,先行,5.1,3,7,4歳以上2勝クラス,40.1,456(-2),中山,98,中13週,Y,,3,ダノンレジェンド,エンパイアメーカー,,
5,5,ブラックルビー,牝4,北村友,美浦・平岩,先行,18.0,6,9,,36.3,448(+8),中山,106,中14週,Y,,3,キズナ,シンボリクリスエス,,
6,6,ユージュアーナ,牝4,武豊,栗東・奥村豊,先行,5.8,4,1,4歳以上1勝クラス,38.3,462(+2),福島,63,中8週,Y,,3,リアルスティール,キングカメハメハ,,
7,6,ルージュマローネ,牝4,佐々木,美浦・栗田,,35.4,8,11,,38.9,476(+2),新潟,56,中7週,Y,,3,ダイワメジャー,カジノドライヴ,,
8,7,ニシノラヴァンダ,牝4,横山琉,美浦・奥平,逃げ,111.8,11,14,,34.4,432(-2),函館,8,連闘,Y,,3,サトノアラジン,Sidney's Candy,,
9,7,タマモカンパネラ,牝4,,美浦・伊藤圭,差し,8.8,5,8,4歳以上2勝クラス,36.0,504(-12),東京,36,中4週,Y,,3,ナダル,ハーツクライ,,B
10,8,ウインシャーガス,牝4,鮫島駿,栗東・杉山晴,先行,3.3,2,3,,34.5,482(+8),函館,15,中1週,Y,,3,キズナ,コンデュイット,,B
11,8,ドーンコーラス,牝5,丹内,美浦・大竹,先行,53.8,9,11,,33.7,456(+12),中京,92,中12週,Y,,3,スワーヴリチャード,ロックオブジブラルタル,,
