券種,組み合わせ,配当,人気
単勝,6,170,1
複勝,6,110,2
複勝,9,120,3
複勝,7,110,1
枠連,6-8,300,1
馬連,6-9,310,1
ワイド,6-9,160,2
ワイド,6-7,140,1
ワイド,7-9,320,4
馬単,6-9,510,2
3連複,6-7-9,380,1
3連単,6-9-7,1200,1
