着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,14,ウイントワイライト,牝4,55.0,ルメー,1:21.0,,2,4.8,33.1,栗東西園翔,450(+4)
2,1,1,タイセイカレント,牡4,57.0,坂井,1:21.0,クビ,4,6.9,33.3,栗東矢作,488(+4)
3,3,5,アンダースコア,牡4,57.0,三浦,1:21.1,クビ,10,24.5,33.4,栗東庄野,458(0)
4,2,3,スマートワイス,牡5,58.0,松山,1:21.3,1.1/4,1,4.0,33.8,栗東大久保,486(+2)
5,7,13,サトミノキラリ,牡5,58.0,横山典,1:21.4,1/2,8,18.9,33.3,美浦鈴木伸,470(+12)
6,5,8,アイサンサン,牝4,55.0,石川,1:21.5,3/4,5,7.4,34.2,栗東佐々木,462(-4)
7,2,2,バンドシェル,牡5,58.0,西村淳,1:21.5,ハナ,7,18.8,33.5,栗東西村,494(0)
8,8,15,モンテシート,牡4,57.0,戸崎圭,1:21.5,クビ,6,15.1,34.0,栗東牧田,506(+4)
9,4,6,ジュドー,セ6,58.0,津村,1:21.6,クビ,12,50.0,33.5,美浦手塚久,466(-8)
10,6,11,ユハンヌス,牡6,58.0,キング,1:21.6,クビ,3,5.1,33.8,栗東大久保,474(+4)
11,6,10,ボーモンド,牡5,58.0,ハマー,1:21.6,ハナ,9,24.4,33.9,美浦国枝,490(-8)
12,3,4,ラテラルシンキング,牡6,58.0,岩田康,1:21.7,3/4,15,187.1,34.0,美浦黒岩,444(+12)
13,5,9,アームテイル,牝6,56.0,大野,1:21.8,クビ,14,86.3,33.9,美浦和田勇,470(+10)
14,4,7,コスモアディラート,牡8,58.0,松岡,1:22.3,3,13,68.5,34.9,美浦和田郎,518(+4)
15,7,12,リチャードバローズ,牡5,58.0,菅原明,1:22.5,1.1/4,11,47.1,35.4,栗東上村,514(-2)
