コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*4,3)15,9,8(1,10)(2,6,14)(7,13)-5,16,1112"
4コーナー,"(4,3,*15)(8,9)(1,10)2(7,6,14)(5,13)16,1112"
