着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,11,エコロアゼル,牡3,57.0,団野,1:16.5,,2,3.3,35.5,栗東森秀,522(-2)
2,5,6,ドラゴンウェルズ,牡3,57.0,戸崎圭,1:16.6,3/4,1,2.8,35.8,栗東藤原,474(0)
3,5,5,トクシーカイザー,牡5,58.0,石川,1:17.3,4,6,19.2,36.1,美浦小島,484(-2)
4,7,9,アンシール,セ4,58.0,石橋脩,1:17.3,アタマ,7,23.6,35.3,栗東小崎,484(+2)
5,6,7,マーズオデッセイ,牡3,57.0,三浦,1:17.4,クビ,3,3.8,35.8,美浦田中勝,510(+2)
6,3,3,ジャスリー,牡5,58.0,プーシ,1:17.4,ハナ,8,40.6,36.5,美浦田島,528(-2)
7,7,10,タマモダイジョッキ,牡7,58.0,丸山,1:17.5,1/2,12,104.0,35.1,栗東緒方,488(+2)
8,8,12,カフェニクス,牝4,56.0,菅原明,1:17.6,3/4,5,15.0,36.0,美浦柄崎,506(-6)
9,2,2,ガンウルフ,牡5,58.0,丹内,1:17.8,3/4,4,12.7,36.6,栗東藤岡,484(+4)
10,1,1,キュムロンニンバス,牡7,58.0,内田博,1:17.8,クビ,9,47.4,36.3,美浦南田,520(-6)
11,6,8,ハードワイヤード,牡5,58.0,岩田康,1:18.2,2.1/2,11,49.2,36.9,美浦加藤征,516(0)
12,4,4,ドーバーホーク,牡5,58.0,原,1:21.0,大,10,48.1,37.9,美浦清水英,488(+8)
