馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アロンズロッド,牡3,ルメー,美浦・国枝,差し,1.9,1,1,3歳以上1勝クラス,33.9,492(+4),東京,43,中5週,Y,,3,エピファネイア,ロードカナロア,
2,2,アヴニールドブリエ,セ5,池添,美浦・大和田,追込,94.2,9,10,,33.1,506(-4),東京,51,中6週,Y,,3,エピファネイア,ゼンノロブロイ,
3,3,オウケンヴィーナス,牝4,木幡育,美浦・松永康,差し,425.3,11,11,3歳以上1勝クラス,39.4,406(+2),新潟,29,中3週,Y,,3,ルーラーシップ,クロフネ,
4,4,ジュンツバメガエシ,牡5,Ｃデム,栗東・友道,先行,4.3,2,2,,34.1,512(+6),東京,23,中2週,Y,,3,ジャスタウェイ,エリシオ,
5,5,エコロレイズ,牡4,菅原明,美浦・岩戸,差し,35.6,7,3,,34.5,506(+4),中山,65,中8週,Y,,3,アメリカンペイトリオット,ディープインパクト,
6,5,バレンタインガール,牝4,内田博,美浦・古賀,差し,15.1,5,4,,33.2,484(+2),東京,44,中5週,Y,,3,メイショウサムソン,マンハッタンカフェ,
7,6,オウケンボルト B,牡6,吉田豊,美浦・土田,,87.1,8,7,,34.6,458(-2),東京,23,中2週,Y,,3,フェノーメノ,オウケンブルースリ,
8,6,サンカシグレ,牡3,津村,美浦・粕谷,先行,16.9,6,4,,33.6,470(+2),東京,23,中2週,Y,,3,ウインブライト,アグネスタキオン,
9,7,エーオーキング,牡3,佐々木,美浦・久保田,差し,106.9,10,8,,33.9,452(0),東京,44,中5週,Y,,3,リアルスティール,タイキシャトル,
10,7,イクリール,牡4,,美浦・青木,,6.6,4,2,,36.2,520(+18),新潟,99,中13週,Y,,3,シュヴァルグラン,クロフネ,
11,8,パッションリッチ,牡3,マーカ,美浦・久保田,先行,5.8,3,2,,35.3,488(+2),新潟,29,中3週,Y,,3,ドゥラメンテ,Distorted Humor,
12,8,ワイズゴールド,牝5,菅原隆,美浦・蛯名利,差し,531.7,12,6,3歳以上2勝クラス,34.4,430(-4),東京,37,中4週,Y,,3,レインボーライン,キングヘイロー,
