馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,メイショウセイロウ,牡3,城戸,栗東・荒川,,24.7,8,,,,422(0),,,,,,,ビッグアーサー,オルフェーヴル,,
2,1,スタニングヴュー,牝3,小林脩,美浦・石毛,,141.0,17,,,,456(0),,,,,,,リアルスティール,ダイワメジャー,,
3,2,スマートロベール,牝3,今村,栗東・笹田,,15.4,6,,,,420(0),,,,,,,スマートオーディン,スマートロビン,,
4,2,フォーカスライト,牝3,長岡,栗東・吉岡,,38.7,12,,,,450(0),,,,,,,City of Light,Tapit,,
5,3,ケイアイテア,牡3,丸山,栗東・梅田,,25.6,9,,,,494(0),,,,,,,タワーオブロンドン,ロードカナロア,,
6,3,ロードバルセロナ,牡3,柴田裕,栗東・茶木,,10.0,4,,,,508(0),,,,,,,ビッグアーサー,バンブーエール,,
7,4,アナベルデアモンテ,牡3,丹内,栗東・千田,,40.9,13,,,,456(0),,,,,,,ブリックスアンドモルタル,キングカメハメハ,,
8,4,アスターディンブラ,牡3,河原田,栗東・中竹,,50.4,14,,,,424(0),,,,,,,キンシャサノキセキ,ディープインパクト,,
9,5,ウォーターカルミア,牝3,川端,栗東・藤野,,94.4,16,,,,402(0),,,,,,,トビーズコーナー,キングヘイロー,,
10,5,レッドアーネスト,牡3,鮫島駿,栗東・庄野,,3.6,2,,,,456(0),,,,,,,スワーヴリチャード,ロードカナロア,,
11,6,ヴォワラクテ,牝3,古川奈,栗東・田中克,,38.3,11,,,,420(0),,,,,,,キンシャサノキセキ,Malibu Moon,,
12,6,モズリバーシャトー,牝3,荻野琢,栗東・平田,,79.0,15,,,,454(0),,,,,,,モズアスコット,デクラレーションオブウォー,,
13,7,ミクニキャッチー,牝3,古川吉,栗東・昆,,11.0,5,,,,484(0),,,,,,,アメリカンペイトリオット,ケイムホーム,,
15,7,アイルトンバローズ,牡3,佐々木,栗東・清水久,,3.3,1,,,,494(0),,,,,,,ダイワメジャー,Manduro,,
16,8,エイシンアビス,牝3,菱田,栗東・野中,,32.9,10,,,,442(0),,,,,,,エイシンヒカリ,ジャスタウェイ,,
17,8,シプレーノート,牝3,菊沢,美浦・堀内,,20.8,7,,,,428(0),,,,,,,ディーマジェスティ,サクラバクシンオー,,
18,8,ファムエレガンテ,牝3,斎藤,栗東・中村,,7.2,3,,,,468(0),,,,,,,Tiz the Law,Twirling Candy,,
