コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*4,7)(14,15)(1,10,13)(8,16,12)(6,2,9)(5,11)=3"
4コーナー,"4(7,14)15(10,13)1(16,12)8(2,9,11)6,5-3"
