着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,マテンロウギフト,牡3,56.0,斎藤,1:46.9,,6,16.1,35.9,栗東茶木,464(-2)
2,1,2,インパクトシー,牡3,56.0,横山琉,1:46.9,アタマ,1,1.6,36.0,美浦大竹,526(0)
3,8,16,マイネルゼウス,牡3,56.0,丹内,1:47.4,3,4,10.5,36.2,美浦奥村武,418(+8)
4,3,5,ケイツークローン,セ5,58.0,菊沢,1:47.8,2.1/2,3,10.2,36.3,美浦清水英,474(-2)
5,2,3,トゥルーサクセサー,牡4,58.0,西塚,1:47.8,ハナ,5,14.9,35.7,美浦高木,462(-4)
6,4,8,フィングステン,牝3,54.0,亀田,1:48.0,1.1/4,11,85.6,35.7,栗東西園正,470(0)
7,4,7,ウインベラーノ,牡3,56.0,荻野極,1:48.0,アタマ,2,5.3,37.4,栗東宮,456(-4)
8,7,13,ブルーメサイア,牡3,56.0,柴田裕,1:48.2,1,14,129.7,36.6,美浦国枝,448(-6)
9,6,11,クモヒトツナイ,牡3,56.0,鷲頭,1:48.2,アタマ,7,20.1,37.0,美浦堀内,468(-2)
10,7,14,エルオンセ,牝3,54.0,永島,1:48.3,クビ,16,145.7,37.1,栗東羽月,480(+4)
11,8,15,クレプスクルム,牡3,56.0,吉田豊,1:48.5,1,13,110.5,36.8,美浦上原博,454(+2)
12,5,9,クインズステラ,牝6,56.0,石川,1:48.7,1.1/4,9,71.6,36.4,美浦池上,484(-2)
13,3,6,ジーティームッシュ,牡3,56.0,黛,1:49.0,2,15,145.3,37.8,美浦加藤和,434(+6)
14,2,4,フェアリーグレン,牝3,54.0,松本,1:49.1,3/4,10,84.8,37.1,栗東吉田,408(-2)
15,6,12,アウローラシエル,牡5,58.0,国分恭,1:49.5,2.1/2,12,98.6,38.8,栗東森田,512(-4)
16,5,10,ゴーゴータカシ,牡3,56.0,富田,1:49.7,1.1/2,8,51.0,38.9,美浦武井,496(+18)
