馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ウインスノーライト,牡4,Ｍデム,栗東・杉山晴,逃げ,16.7,5,2,,32.7,498(+8),京都,56,中7週,Y,,3,エイシンヒカリ,Pulpit,
2,1,ビジュノワール,牝5,杉原,美浦・中舘,,28.2,10,3,,35.3,460(-4),東京,69,中9週,Y,,3,キタサンブラック,ホワイトマズル,
3,2,シンティレーション,牝5,和田竜,美浦・池上,差し,35.4,11,6,,34.4,480(-4),京都,76,中10週,Y,,3,ロードカナロア,アグネスタキオン,
4,2,カランドゥーラ,牡6,小崎,栗東・福永,差し,26.5,7,3,,33.8,486(-2),東京,42,中5週,Y,,3,モーリス,ディープインパクト,
5,3,ディオスバリエンテ,セ6,松山,美浦・堀,先行,9.8,3,11,,35.2,474(-6),中山,139,中19週,Y,,3,ロードカナロア,サンデーサイレンス,
6,3,トーセンリョウ,牡5,川田,美浦・加藤征,差し,3.9,2,2,,33.1,466(+4),東京,98,中13週,Y,,3,ディープインパクト,Hawk Wing,
7,4,ウインエーデル,牝4,団野,栗東・吉田,差し,26.4,6,1,,33.7,446(-4),東京,84,中11週,Y,,3,リオンディーズ,ステイゴールド,
8,4,モズロックンロール,牡4,永島,栗東・藤岡,差し,113.3,13,11,,37.7,498(-14),小倉,35,中4週,Y,,3,ビーチパトロール,マンハッタンカフェ,
9,5,ロジシルバー,牝4,野中,美浦・宮田,先行,27.0,9,1,,34.5,492(-2),東京,41,中5週,Y,,3,シルバーステート,ロードカナロア,
10,5,トロヴァトーレ,牡3,ルメー,美浦・鹿戸,差し,2.0,1,1,,34.2,480(-6),東京,56,中7週,Y,,3,レイデオロ,エンパイアメーカー,
11,6,ペイシャフラワー,牝4,小沢,栗東・高橋康,先行,229.3,15,9,,35.2,462(0),京都,76,中10週,Y,,3,ニシケンモノノフ,ヴィクトワールピサ,
12,6,ケイアイセナ,牡5,坂井,栗東・平田,逃げ,10.1,4,4,,36.5,470(-8),小倉,35,中4週,Y,,3,ディープインパクト,Smarty Jones,
13,7,ホウオウラスカーズ,牝6,戸崎圭,美浦・高木,先行,26.9,8,13,,33.4,456(+2),中京,140,中19週,Y,,3,ディープインパクト,Shamardal,
14,7,マイネルニコラス,牡5,柴田大,美浦・畠山,先行,143.1,14,5,,34.6,506(-2),東京,98,中13週,Y,,3,キングカメハメハ,ダンスインザダーク,
15,8,シホノスペランツァ,牡5,三浦,栗東・寺島,追込,67.2,12,6,,33.9,478(-2),東京,42,中5週,Y,,3,ブラックタイド,シンボリクリスエス,
16,8,ギャラクシーナイト,牡5,菊沢,美浦・菊沢,差し,367.0,16,,,0.0,508(-4),東京,48,中6週,Y,,3,ドゥラメンテ,シンボリクリスエス,
