馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジャスティンルマン,牡3,団野,栗東・杉山晴,先行,24.9,9,9,3歳1勝クラス,36.4,542(+6),阪神,56,中7週,Y,,3,スワーヴリチャード,Frankel,
2,2,テイエムアイラン,牝3,松山,栗東・宮地,先行,20.5,8,1,3歳未勝利,34.4,410(0),阪神,63,中8週,Y,,3,ミッキーアイル,ノヴェリスト,
3,3,オックスアイ,牡3,吉村,栗東・清水久,先行,42.3,11,1,3歳未勝利,34.7,512(+4),京都,20,中2週,Y,,3,ダノンプレミアム,Storm Cat,
4,4,パーシャングレー,牡3,西村淳,栗東・池添,差し,6.1,4,1,3歳未勝利,33.7,470(0),京都,13,中1週,Y,,3,Dark Angel,Shamardal,
5,5,リアンマヒナ,牡3,岩田望,栗東・高橋一,差し,5.1,3,1,3歳未勝利,33.6,436(-4),京都,21,中2週,Y,,3,モズアスコット,ロードカナロア,
6,6,スウィッチインラヴ,牝3,北村友,栗東・矢作,先行,3.5,1,2,3歳1勝クラス,33.4,460(-2),京都,21,中2週,Y,,2,コントレイル,Galileo,
7,6,エイシンティザー,牡3,武豊,栗東・吉村,先行,4.3,2,11,,35.0,502(+4),阪神,49,中6週,Y,,3,モズアスコット,Tapit,
8,7,ペイシャシス,牝3,酒井,栗東・加藤公,先行,14.5,6,8,,33.8,396(0),東京,27,中3週,Y,,3,シスキン,スペシャルウィーク,
9,7,ポペット,牝3,松若,栗東・高橋康,追込,8.6,5,8,3歳1勝クラス,34.7,422(+4),中山,76,中10週,Y,,3,サトノクラウン,エピファネイア,
10,8,ナルキッソス,牡3,高杉,栗東・吉岡,差し,19.5,7,11,,37.2,488(+10),中京,69,中9週,Y,,3,カラヴァッジオ,ディープインパクト,
11,8,ナムラヒナギク,牝3,田口,栗東・大橋,差し,32.1,10,6,3歳1勝クラス,34.0,484(+4),京都,14,中1週,Y,,3,ジョーカプチーノ,マツリダゴッホ,
