券種,組み合わせ,配当,人気
単勝,8,240,1
複勝,8,130,1
複勝,10,190,4
複勝,7,260,5
枠連,7-8,700,3
馬連,8-10,770,3
ワイド,8-10,310,3
ワイド,7-8,500,5
ワイド,7-10,900,11
馬単,8-10,1200,3
3連複,7-8-10,2090,6
3連単,8-10-7,6820,16
