券種,組み合わせ,配当,人気
単勝,12,660,2
複勝,12,160,2
複勝,8,300,8
複勝,5,110,1
枠連,6-8,2360,8
馬連,8-12,5730,11
ワイド,8-12,1110,11
ワイド,5-12,230,1
ワイド,5-8,440,5
馬単,12-8,11040,20
3連複,5-8-12,1770,1
3連単,12-8-5,25200,79
