券種,組み合わせ,配当,人気
単勝,5,200,1
複勝,5,110,1
複勝,8,140,2
複勝,3,230,5
枠連,5-7,380,1
馬連,5-8,380,1
ワイド,5-8,200,1
ワイド,3-5,590,7
ワイド,3-8,750,11
馬単,5-8,590,1
3連複,3-5-8,1860,6
3連単,5-8-3,4860,9
