コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"9(5,4,14)(2,6)(1,13,18)17,15(3,10,16)12,11,8,7"
4コーナー,"9,4(5,14)(2,6)(1,13,18)(15,17)(3,16)(12,10)-8(11,7)"
