馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エレクトス,牡2,石川,美浦・池上,,76.9,12,,,,456(0),,,,,,,クリソベリル,ヘニーヒューズ,,
2,2,リコルディオーロ,牡2,佐藤,美浦・伊藤圭,,29.4,8,,,,442(0),,,,,,,ゴールドドリーム,タイキシャトル,,
3,3,モミスケ,牡2,武藤,美浦・水野,,39.1,10,,,,444(0),,,,,,,ビッグアーサー,ゼンノロブロイ,,
4,3,ピウモッソ,牝2,斎藤,美浦・斎藤誠,,3.3,1,,,,446(0),,,,,,,ナダル,ドリームジャーニー,,
5,4,ランズエンド,牡2,今村,栗東・野中,,9.5,4,,,,470(0),,,,,,,ヘニーヒューズ,Hard Spun,,
6,4,ユイチャンファイト,牝2,菊沢,美浦・竹内,,92.2,14,,,,410(0),,,,,,,マテラスカイ,ノヴェリスト,,
7,5,サザンキンレンカ,牝2,丸山,美浦・畠山,,85.3,13,,,,438(0),,,,,,,ルヴァンスレーヴ,Stormy Atlantic,,
8,5,アレックスケー,牡2,石橋脩,美浦・小野,,16.6,5,,,,454(0),,,,,,,ミスチヴィアスアレックス,ヘニーヒューズ,,
9,6,スクワミッシュ,牝2,戸崎圭,栗東・梅田,,3.5,2,,,,438(0),,,,,,,ルヴァンスレーヴ,Adios Charlie,,
10,6,ライヴバーボン,牝2,石田,美浦・尾形,,16.7,6,,,,454(0),,,,,,,カリフォルニアクローム,ハーツクライ,,
11,7,イニシャルポイント,牝2,,美浦・高木,,4.1,3,,,,442(0),,,,,,,Flightline,Malibu Moon,,
12,7,ミカミッチー,牝2,横山典,美浦・田中勝,,30.4,9,,,,448(0),,,,,,,ドレフォン,ネオユニヴァース,,
13,8,オンアロール,牝2,田口,栗東・高野,,17.8,7,,,,456(0),,,,,,,Life Is Good,Constitution,,
14,8,コパノフラメンコ,牝2,柴田大,美浦・上原博,,43.8,11,,,,448(0),,,,,,,コパノリッキー,アグネスデジタル,,
