コーナー,通過順
1コーナー,"12(9,3)7(4,8)2,5,1,10,11,6"
2コーナー,"12,3,9,7(2,8)4,5(1,10)11,6"
3コーナー,"12,3(9,7)(2,8)4,5(11,1)(10,6)"
4コーナー,"(*3,7)4(12,9,2)5(11,8,1,10)6"
