着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,12,ロードリベラシオン,牡3,56.0,▲坂口,3:24.7,,7,21.1,13.8,美浦尾形,502(+4)
2,5,5,コレクテイニア,牡5,60.0,草野,3:24.9,1,3,4.7,13.8,美浦戸田,470(0)
3,7,9,ハイウェイスター,牝4,58.0,中村,3:25.8,5,4,5.3,13.9,栗東宮本,498(+8)
4,3,3,メイショウコガシラ,牡5,60.0,森一,3:25.9,クビ,6,19.1,13.9,栗東本田,504(+4)
5,4,4,ファベル,牡6,60.0,小牧加,3:26.2,2,1,3.0,13.9,栗東小林,446(+4)
6,1,1,リオンエトワール,セ5,60.0,大江圭,3:26.3,1/2,5,15.2,13.9,美浦堀内,438(-2)
7,6,8,レッドファーロ,牡6,60.0,西谷誠,3:26.8,2.1/2,2,3.2,13.9,栗東松永幹,528(0)
8,2,2,イーサンバーニング,牡6,60.0,小野寺,3:27.9,7,8,57.8,14.0,栗東藤野,526(0)
9,7,10,アメリカンエール,セ7,60.0,小坂,3:28.6,4,10,116.3,14.0,栗東東田,508(+8)
10,6,7,オリンポスカズマ,牡5,60.0,黒岩,3:28.8,1.1/4,12,205.0,14.1,栗東平田,538(+28)
11,5,6,ノーダブルディップ,牡7,60.0,上野,3:32.8,大,9,77.7,14.3,美浦古賀,538(-8)
12,8,11,ビッグショータイム,牡4,60.0,石神深,3:40.7,大,11,144.8,14.9,美浦土田,498(+10)
