コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"12(6,10)5(8,14)(4,7,11)(1,2,9)(3,13)"
4コーナー,"12(6,10)(5,14)(4,8,11)(1,7,2,9)13,3"
