券種,組み合わせ,配当,人気
単勝,8,650,2
複勝,8,160,4
複勝,2,140,2
複勝,1,110,1
枠連,2-7,1600,6
馬連,2-8,2250,7
ワイド,2-8,580,6
ワイド,1-8,270,3
ワイド,1-2,260,1
馬単,8-2,4660,15
3連複,1-2-8,1070,1
3連単,8-2-1,11120,34
