着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,チェルノボーグ,セ7,58.0,西塚,1:46.8,,5,12.1,35.3,栗東藤原,490(+2)
2,4,4,ナイトスラッガー,牡5,58.0,川田,1:46.9,1/2,3,5.2,35.2,栗東小栗,534(+10)
3,6,6,レディーミコノス,牝4,55.0,岩田望,1:46.9,アタマ,1,2.7,35.4,栗東寺島,468(0)
4,1,1,コスモアンソロジー,牡4,57.0,坂井,1:47.2,1.3/4,6,14.9,35.7,美浦嘉藤,442(-2)
5,7,8,ウォータークラーク,牡4,57.0,武豊,1:47.4,1,2,4.4,35.5,栗東石橋,492(+4)
6,2,2,ザブライド,牝5,56.0,鮫島駿,1:47.5,1,9,37.5,36.3,栗東西村,478(0)
7,8,11,レッセパッセ,牝5,56.0,ハマー,1:47.8,1.1/2,8,34.7,36.6,栗東西園翔,396(+6)
8,8,10,モアリジット,牡5,58.0,古川奈,1:47.8,クビ,10,64.2,37.0,栗東西村,508(-2)
9,6,7,ガストン,セ7,58.0,斎藤,1:48.2,2.1/2,11,180.0,36.2,栗東高橋康,464(+6)
10,5,5,ミカエルパシャ,牡5,58.0,松山,1:48.7,3,7,15.7,36.8,栗東橋口,486(+2)
11,7,9,ウィルサヴァイブ,牝4,55.0,団野,1:48.8,クビ,4,5.5,37.3,栗東須貝,446(0)
