馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ブトンドール,牝3,池添,栗東・池添,差し,171.4,16,6,,35.1,486(-8),阪神,28,中3週,Y,,3,ビッグアーサー,スウィフトカレント,
2,1,ライトクオンタム,牝3,武豊,栗東・武幸,,8.0,2,1,,34.6,428(0),中京,91,中12週,Y,,2,ディープインパクト,Quality Road,
3,2,リバティアイランド,牝3,川田,栗東・中内田,差し,1.6,1,1,,35.5,466(+4),阪神,119,中16週,Y,,3,ドゥラメンテ,All American,
4,2,ドゥアイズ,牝3,吉田隼,栗東・庄野,差し,12.0,4,2,,34.7,448(+2),東京,57,中7週,Y,,3,ルーラーシップ,ディープインパクト,
5,3,ハーパー,牝3,ルメー,栗東・友道,差し,8.7,3,1,,34.5,462(-4),東京,57,中7週,Y,,3,ハーツクライ,Jump Start,
6,3,モズメイメイ,牝3,和田竜,栗東・音無,,27.8,7,1,,34.1,456(0),阪神,36,中4週,Y,,3,リアルインパクト,Frankel,
7,4,コンクシェル B,牝3,丸山,栗東・清水久,差し,146.5,14,2,,34.0,454(+2),中山,28,中3週,Y,,3,キズナ,Galileo,
8,4,キタウイング,牝3,杉原,美浦・小島,差し,57.1,12,7,,33.5,432(0),阪神,36,中4週,Y,,3,ダノンバラード,アイルハヴアナザー,
9,5,コナコースト,牝3,鮫島駿,栗東・清水久,差し,18.4,6,2,,33.7,454(-4),阪神,36,中4週,Y,,3,キタサンブラック,キングカメハメハ,
10,5,エミュー,牝3,松山,美浦・和田郎,差し,155.3,15,1,,36.3,418(+4),中山,22,中2週,Y,,3,ハービンジャー,スペシャルウィーク,
11,6,シンリョクカ,牝3,吉田豊,美浦・竹内,差し,32.7,9,2,,35.9,434(-6),阪神,119,中16週,Y,,2,サトノダイヤモンド,キングカメハメハ,
12,6,シングザットソング,牝3,岩田望,栗東・高野,差し,46.8,11,1,,35.4,432(-4),阪神,28,中3週,Y,,3,ドゥラメンテ,My Golden Song,
13,7,ドゥーラ,牝3,戸崎圭,栗東・高橋康,先行,30.6,8,15,,34.2,472(-4),阪神,36,中4週,Y,,3,ドゥラメンテ,キングヘイロー,
14,7,ペリファーニア,牝3,横山武,美浦・鹿戸,先行,17.6,5,3,,33.9,490(-6),阪神,36,中4週,Y,,2,モーリス,ハーツクライ,
15,7,ジューンオレンジ,牝3,富田,栗東・長谷川,差し,258.6,18,3,,34.5,440(-6),阪神,28,中3週,Y,,3,ジャスタウェイ,シンボリクリスエス,
16,8,ムーンプローブ,牝3,北村友,栗東・上村,先行,250.6,17,2,,34.9,472(+8),阪神,28,中3週,Y,,3,モーリス,フジキセキ,
17,8,ラヴェル,牝3,坂井,栗東・矢作,差し,40.2,10,11,,36.1,446(-2),阪神,119,中16週,Y,,3,キタサンブラック,ダイワメジャー,
18,8,トーセンローリエ,牝3,横山和,美浦・小笠,先行,100.5,13,1,,35.0,424(-2),中山,28,中3週,Y,,3,サトノクラウン,メイショウサムソン,
