着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,10,ダイシンピスケス,牡6,58.0,松岡,1:50.6,,6,12.3,37.1,栗東森秀,512(-6)
2,2,4,プリンスミノル,牡5,58.0,田辺,1:50.7,クビ,12,53.4,36.2,美浦中舘,470(+8)
3,7,14,アクションプラン,牡4,57.0,キング,1:50.9,1,4,10.1,37.2,美浦池上,508(-10)
4,5,9,アスクビックスター,牡5,58.0,横山琉,1:50.9,クビ,8,23.1,37.3,栗東矢作,476(+6)
5,2,3,フラッパールック,牝4,55.0,津村,1:51.0,1/2,1,3.0,37.1,美浦林,466(0)
6,8,16,サイモンザナドゥ,牡4,57.0,横山武,1:51.0,クビ,2,4.6,36.6,栗東小林,478(0)
7,4,7,レッドラパルマ,牡5,58.0,ルメー,1:51.1,クビ,3,5.4,37.1,美浦加藤征,502(+2)
8,6,12,ブレイクフォース,牡5,58.0,横山和,1:51.2,3/4,11,50.5,36.4,美浦中舘,510(+20)
9,3,6,カランセ,牝5,56.0,菅原明,1:51.3,1/2,13,55.1,37.1,美浦金成,482(+6)
10,1,2,グーデンドラーク,牡5,58.0,ピーヒ,1:51.4,3/4,5,10.8,37.6,栗東池添,530(+2)
11,8,15,クインズミモザ,牝6,56.0,野中,1:51.6,1.1/2,10,42.9,36.9,美浦池上,514(0)
12,7,13,ヴァーンフリート,牡5,58.0,キング,1:51.7,1/2,7,13.7,37.7,美浦手塚,528(-2)
13,3,5,ローズボウル,牡6,58.0,石川,1:52.0,1.1/2,9,34.4,36.7,美浦林,518(+4)
14,4,8,モズマゾク,牡6,58.0,石橋脩,1:52.1,3/4,16,176.3,38.5,栗東杉山佳,514(+10)
15,1,1,レイクリエイター,牡6,58.0,大野,1:53.3,7,15,114.6,39.0,栗東浜田,476(-4)
16,6,11,トップスティール,牡5,58.0,丸田,1:53.5,1.1/2,14,70.1,39.2,美浦深山,508(0)
