券種,組み合わせ,配当,人気
単勝,5,280,1
複勝,5,140,1
複勝,7,160,2
複勝,12,400,7
枠連,5-6,520,1
馬連,5-7,600,1
ワイド,5-7,310,2
ワイド,5-12,1130,15
ワイド,7-12,920,12
馬単,5-7,1160,2
3連複,5-7-12,3120,8
3連単,5-7-12,12370,28
