馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ギフテッド,牝4,今村,美浦・武井,差し,117.9,13,15,,35.1,454(-8),新潟,29,中3週,Y,,3,モーリス,Medaglia d'Oro,
2,2,テーオーシュタイン,牡4,藤懸,栗東・梅田,差し,30.8,9,4,,33.6,460(-8),阪神,64,中8週,Y,,3,ワールドエース,Giant's Causeway,
3,3,ジーティーマン,牡4,西村淳,栗東・小栗,差し,5.3,3,2,,33.3,508(+8),東京,85,中11週,Y,,3,モーリス,ディープインパクト,
4,3,ミッキースターダム,セ5,高杉,栗東・前川,先行,21.1,8,7,,34.1,460(0),新潟,29,中3週,Y,,3,エピファネイア,ディープインパクト,
5,4,ビップディラン,牡4,Ｍデム,栗東・小椋,差し,4.7,2,2,,33.1,462(+4),中京,15,中1週,Y,,3,ミッキーグローリー,ロードカナロア,
6,4,アイキャンドウイッ,牡7,田口,栗東・池江,差し,83.3,12,11,,34.4,464(+4),中山,329,中46週,Y,Y,3,ディープインパクト,Shamardal,
7,5,セブンマイスター,牡5,団野,美浦・千葉,差し,16.3,6,8,3歳以上2勝クラス,38.9,536(-8),東京,70,中9週,Y,,3,ドレフォン,メイショウサムソン,
8,5,アロンソア,牡3,鮫島駿,栗東・牧田,差し,10.5,5,1,3歳以上1勝クラス,33.9,432(+2),阪神,64,中8週,Y,,3,インディチャンプ,バゴ,
9,6,オックスアイ,牡3,斎藤,栗東・清水久,先行,47.6,10,1,3歳以上1勝クラス,34.5,514(+4),福島,49,中6週,Y,,3,ダノンプレミアム,Storm Cat,
10,6,サーディンラン,牡3,松若,栗東・武英,,2.5,1,1,3歳以上1勝クラス,33.6,468(+4),中京,22,中2週,Y,,3,レイデオロ,Fortify,
11,7,コルドンブルー,牝4,吉村,栗東・松永幹,差し,8.1,4,5,,33.0,452(-10),新潟,29,中3週,Y,,3,キズナ,キングカメハメハ,
12,7,リカントロポ,牡4,,栗東・梅田,差し,20.0,7,3,,33.5,482(-4),新潟,22,中2週,Y,,3,グレーターロンドン,クロフネ,
13,8,ムーンウォーリア,牡3,渡辺竜,地方・笹野博,先行,407.0,14,2,,36.7,462(0),盛岡,26,中3週,,,1,ベストウォーリア,アドマイヤムーン,
14,8,ワンモアスマイル B,セ4,菱田,栗東・藤岡健,差し,56.8,11,5,,33.6,450(+2),阪神,64,中8週,Y,,3,ブリックスアンドモルタル,ディープインパクト,
