券種,組み合わせ,配当,人気
単勝,3,480,2
複勝,3,150,1
複勝,2,730,9
複勝,1,140,2
枠連,2-3,11130,24
馬連,2-3,10690,29
ワイド,2-3,3220,30
ワイド,1-3,320,1
ワイド,1-2,1760,25
馬単,3-2,16090,51
3連複,1-2-3,6770,30
3連単,3-2-1,60150,209
