着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,ルカランフィースト,牡4,58.0,菅原明,2:01.8,,1,3.5,34.3,美浦鹿戸,478(0)
2,5,5,トーアライデン,牡5,58.0,横山和,2:01.8,ハナ,4,5.6,34.8,栗東河嶋,500(-4)
3,7,7,ヤマニンガラッシア,牡8,58.0,大野,2:02.0,1.1/4,6,9.9,34.8,美浦辻,458(-2)
4,6,6,ピンキープロミス,牡5,58.0,木幡巧,2:02.1,1/2,7,24.0,34.7,美浦畠山,484(-8)
5,8,9,プリズマジコ,牡4,58.0,シュタ,2:02.3,1.1/4,2,4.2,34.6,栗東高橋忠,444(+2)
6,2,2,ナイトスラッガー,牡4,58.0,内田博,2:02.3,アタマ,5,6.3,35.0,栗東小栗,512(-14)
7,1,1,ロゼル,牡5,58.0,野中,2:02.4,クビ,9,41.0,35.4,美浦大和田,486(-6)
8,7,8,バンフィエルド,牡6,58.0,石橋脩,2:02.4,クビ,10,76.0,34.7,栗東緒方,430(-2)
9,8,10,ビターグラッセ,牝5,56.0,石川,2:02.6,1,3,5.2,35.0,美浦栗田,518(+20)
10,4,4,サクセスドレーク,牡6,58.0,北村宏,2:02.8,1.1/2,8,41.0,35.1,栗東野中,508(-2)
