着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,3,フェアエールング,牝5,53.0,丹内,1:58.4,,7,14.4,35.6,美浦和田郎,456(+12)
1,4,7,シンティレーション,牝6,55.0,杉原,1:58.4,同着,3,7.8,35.3,美浦池上,478(+2)
3,7,14,コガネノソラ,牝4,55.0,横山武,1:58.6,1,5,12.4,35.5,美浦菊沢,460(+14)
4,6,12,オーロラエックス,牝4,51.0,松山,1:58.6,1/2,2,3.7,35.3,栗東杉山晴,490(0)
5,4,8,エミュー,牝5,53.0,佐々木,1:58.7,クビ,18,164.7,35.4,美浦和田郎,434(+2)
6,5,9,クイーンズウォーク,牝4,55.5,川田,1:58.7,ハナ,1,3.5,36.2,栗東中内田,534(+10)
7,3,6,キミノナハマリア,牝5,54.0,鮫島駿,1:58.8,1/2,6,14.3,35.5,栗東千田,504(-2)
8,7,13,セントカメリア,牝6,53.0,北村友,1:58.8,アタマ,14,52.3,35.2,栗東高野,460(-2)
9,8,16,コスタボニータ,牝6,56.0,藤岡佑,1:58.8,クビ,8,15.9,36.4,栗東杉山佳,474(-8)
10,1,1,エンパイアウエスト,牝6,53.0,丸山,1:58.8,ハナ,10,42.9,36.1,美浦黒岩,504(-6)
11,8,18,ゴールドエクリプス,牝6,52.0,田口,1:59.1,1.1/2,11,43.3,36.2,栗東大久保,498(0)
12,6,11,エリカヴィータ,牝6,53.0,池添,1:59.2,3/4,15,85.9,36.3,美浦国枝,466(+2)
13,7,15,コンクシェル,牝5,55.0,岩田望,1:59.3,3/4,12,44.4,37.1,栗東清水久,476(+4)
14,5,10,アスコルティアーモ,牝5,54.0,津村,1:59.5,1,9,21.8,36.5,美浦林,456(+4)
15,2,4,グランスラムアスク,牝6,52.0,荻野極,2:00.0,2.1/2,16,91.5,37.5,栗東矢作,466(-10)
16,8,17,アリスヴェリテ,牝5,53.0,柴田裕,2:00.2,1.1/4,4,9.7,37.9,栗東中竹,470
17,1,2,ベリーヴィーナス,牝6,52.0,藤懸,2:00.9,4,17,98.3,38.8,栗東鈴木孝,504(-6)
18,3,5,ワレハウミノコ,牝5,50.0,永島,2:01.9,6,13,46.7,38.5,栗東武英,458(-10)
