券種,組み合わせ,配当,人気
単勝,5,640,3
複勝,5,220,4
複勝,14,150,1
複勝,6,290,5
枠連,3-7,720,1
馬連,5-14,1250,2
ワイド,5-14,580,3
ワイド,5-6,1080,10
ワイド,6-14,750,7
馬単,5-14,3380,8
3連複,5-6-14,4010,7
3連単,5-14-6,24990,44
