コーナー,通過順
1コーナー,"9,3-(1,10)5(14,16)2(4,6,12)-(7,15)13,11-8"
2コーナー,"9-3(1,10)-(5,14)16,2(4,6)-(7,12)(11,15)13-8"
3コーナー,"9,3(1,10)-(5,14,16)-2-6,4,12(7,15)(11,13)-8"
4コーナー,"(*9,3)1,10(5,14,16)-2,4,6(7,12)15(11,13)8"
