コーナー,通過順
1コーナー,"13,14,10-(2,11)7(4,6)(3,12)5(9,1)=8"
2コーナー,"13,14,10,11,2,7(4,6)-3(5,12)1,9-8"
3コーナー,"13,14(10,11,6)-(2,12,1)(4,7,3)5,9-8"
4コーナー,"13,6,14(10,11)(2,12,1)3,4(7,5)(9,8)"
