券種,組み合わせ,配当,人気
単勝,9,230,1
複勝,9,120,1
複勝,3,660,9
複勝,4,200,4
枠連,3-7,3490,13
馬連,3-9,3230,12
ワイド,3-9,1030,14
ワイド,4-9,340,3
ワイド,3-4,2600,28
馬単,9-3,4940,19
3連複,3-4-9,7030,25
3連単,9-3-4,30910,106
