コーナー,通過順
1コーナー,"4,10(1,5,15)13-(2,12)-11-8(3,9,14)67"
2コーナー,"4,10(1,15)5,13(2,12)11,8(3,9,14)67"
3コーナー,"(*4,10)15(1,5)13(2,12,14)(11,8)(3,9)67"
4コーナー,"(*4,10)15(1,5,13)(2,14)(11,12,8)(3,9)67"
