馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,タマモブラウンタイ,牡4,松山,栗東・角田,逃げ,6.5,4,1,4歳以上1勝クラス,33.8,,京都,132,中18週,Y,,3,ディスクリートキャット,ブラックタイド,,B
2,2,スネーフリンガ,牝4,,栗東・森田,先行,13.8,6,5,,35.2,,小倉,70,中9週,Y,,3,サンダースノー,デュランダル,,
3,2,ハルオーブ,牡6,酒井,美浦・武井,差し,38.7,10,8,,33.3,,中京,35,中4週,Y,,3,ディーマジェスティ,ファルブラヴ,,
4,3,ノボリリア,牝4,武豊,栗東・石橋,先行,5.9,2,1,3歳以上1勝クラス,34.5,,小倉,69,中9週,Y,,3,カリフォルニアクローム,ディープインパクト,,B
5,3,ダノンキラウェア,牡5,中井,栗東・中内田,差し,10.8,5,3,,36.2,,中京,34,中4週,Y,,3,ロードカナロア,Sligo Bay,,
6,4,リヴァイ,牡3,西村淳,栗東・高野,差し,2.6,1,1,,33.4,,札幌,34,中4週,Y,,3,サートゥルナーリア,ジャスタウェイ,,
7,4,タガノアンファン,牡4,岩田望,栗東・石坂,差し,5.9,3,4,,33.7,,中京,48,中6週,Y,,3,レッドベルジュール,ロードカナロア,,
8,5,サンライズプルート,牡6,吉村,栗東・東田,先行,125.8,14,7,,34.9,,小倉,70,中9週,Y,,3,リオンディーズ,ディープインパクト,,
9,5,ジューンキートス,牝3,小谷哲,地方・碇清次,差し,94.4,12,2,B1,38.2,,園田,16,中1週,,,0,ミスチヴィアスアレックス,ダンカーク,,
10,6,ヒーローインチーフ,セ5,松若,栗東・吉田,追込,15.7,7,6,,33.0,,中京,35,中4週,Y,,3,ディスクリートキャット,タニノギムレット,,
11,6,ミキノバカラ,牡4,西塚,栗東・大橋,差し,27.9,8,3,,34.8,,札幌,28,中3週,Y,,3,ジョーカプチーノ,シニスターミニスター,,
12,7,ビーアイフォルテ,牝4,鮫島駿,栗東・牧田,先行,188.8,15,17,,34.5,,新潟,20,中2週,Y,,3,シルバーステート,ヨハネスブルグ,,
13,7,ウチュウノセカイ,牡3,秋山稔,美浦・青木,,38.7,11,13,,33.5,,中山,14,中1週,Y,,3,タワーオブロンドン,ローレルゲレイロ,,
14,8,ヤマニンレセディ,牝4,角田和,栗東・長谷川,差し,107.8,13,10,,34.6,,小倉,84,中11週,Y,,3,エピファネイア,シニスターミニスター,,
15,8,インフローレ,牝4,Ｍデム,栗東・寺島,差し,27.9,9,10,,34.1,,中京,35,中4週,Y,,3,リオンディーズ,ハービンジャー,,
