馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ピコローズ,牝2,永野,美浦・伊藤大,先行,20.8,6,1,2歳新馬,35.6,434(+10),函館,57,中7週,Y,,1,サトノダイヤモンド,ストーミングホーム,
2,2,エムピーフリップ,牡2,桑村真,地方・斉藤正,逃げ,113.3,10,1,JRA認定,38.7,450(0),門別,31,中3週,,,0,ディーマジェスティ,アイルハヴアナザー,
3,3,ミスフォルテ,牝2,落合玄,地方・田中淳,先行,113.3,9,1,JRA認定,37.9,468(+2),門別,52,中6週,,,0,ミスターメロディ,Fusaichi Pegasus,
4,4,カワキタマナレア,牝2,鮫島駿,栗東・杉山佳,差し,2.3,1,1,2歳新馬,33.8,416(+10),札幌,29,中3週,Y,,1,ヘニーヒューズ,ディープインパクト,
5,5,ヴーレヴー,牝2,浜中,栗東・武幸,,6.5,3,,,,466(-2),札幌,14,中1週,Y,,3,サトノクラウン,マンハッタンカフェ,
6,6,ポッドベイダー,牡2,佐々木,美浦・上原佑,逃げ,2.8,2,1,2歳未勝利,33.9,462(0),札幌,43,中5週,Y,,2,リオンディーズ,ダイワメジャー,
7,7,ロードヴェルト,牡2,横山武,栗東・牧浦,差し,14.6,5,1,2歳未勝利,34.3,422(+6),札幌,8,連闘,Y,,3,ロードカナロア,ディープインパクト,
8,7,ハーフブルー,牝2,小野楓,地方・小野望,逃げ,36.4,8,1,JRA認定,37.2,466(-8),門別,25,中3週,,,0,サンダースノー,シニスターミニスター,
9,8,モズナナスター,牝2,菱田,栗東・矢作,先行,7.7,4,1,2歳未勝利,34.3,448(+2),札幌,21,中2週,Y,,3,モズアスコット,アグネスデジタル,
10,8,マキシマムドライブ,牡2,服部茂,地方・田中淳,先行,29.6,7,8,JRA認定,41.9,524(+10),門別,54,中7週,,,0,ロードカナロア,ステイゴールド,
