馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,リリーブライト,牡7,長浜,美浦・西田,差し,130.3,12,9,,35.9,486(+10),阪神,21,中2週,Y,,3,ハーツクライ,American Post,,
2,2,エイムフォーエース,牡4,三浦,美浦・武井,差し,26.3,8,8,4歳以上2勝クラス,33.7,440(+2),東京,41,中5週,Y,,3,サトノアラジン,ジャングルポケット,,
3,3,エバーハンティング,牝6,吉田豊,美浦・小島,先行,103.5,11,9,,35.2,424(+6),京都,91,中12週,Y,,3,ハービンジャー,ディープインパクト,,
4,4,テリオスサラ,牝4,横山武,美浦・高柳瑞,先行,4.7,2,8,,37.6,472(-2),中山,13,中1週,Y,,3,ロジャーバローズ,Shamardal,,
5,5,ペッレグリーニ,牡4,石川,美浦・手塚久,差し,10.1,5,7,,33.7,454(+2),中山,377,中53週,Y,Y,3,レイデオロ,ネオユニヴァース,,
6,5,ヴァイザーブリック,牡4,松山,美浦・池上,差し,5.3,4,5,4歳以上2勝クラス,34.1,472(-4),東京,35,中4週,Y,,3,ブリックスアンドモルタル,アドマイヤベガ,,
7,6,パンジャ,牡4,戸崎圭,美浦・金成,先行,3.1,1,4,,33.4,488(+4),中山,27,中3週,Y,,3,ゴールドシップ,Kendargent,,
8,6,コスモスプモーニ,牡5,木幡巧,美浦・松山,先行,60.1,9,5,4歳以上2勝クラス,37.4,492(-2),中山,20,中2週,Y,,3,リアルインパクト,サクラバクシンオー,,
9,7,マイネルブリックス,牡4,丹内,美浦・黒岩,差し,5.0,3,4,,35.8,466(+4),小倉,27,中3週,Y,,3,ブリックスアンドモルタル,アグネスタキオン,,
10,7,ウインアクトゥール,牡4,横山和,美浦・栗田,差し,15.1,7,5,,36.4,444(+2),小倉,27,中3週,Y,,3,ゴールドアクター,チチカステナンゴ,,
11,8,サンライズエース,牡6,津村,栗東・秋山,先行,71.6,10,13,,37.1,504(-4),小倉,27,中3週,Y,,3,ドゥラメンテ,Smart Strike,,
12,8,ガールズレジェンド,牝5,石橋脩,美浦・上原佑,,11.6,6,10,4歳以上2勝クラス,38.7,466(+2),中山,62,中8週,Y,,3,ロードカナロア,アグネスデジタル,,
