券種,組み合わせ,配当,人気
単勝,13,580,4
複勝,13,190,3
複勝,2,190,4
複勝,5,250,5
枠連,2-8,1240,6
馬連,2-13,1420,5
ワイド,2-13,640,6
ワイド,5-13,1140,13
ワイド,2-5,1070,9
馬単,13-2,2990,11
3連複,2-5-13,5460,17
3連単,13-2-5,27520,86
