券種,組み合わせ,配当,人気
単勝,3,2220,6
複勝,3,350,6
複勝,1,140,2
複勝,7,140,1
枠連,1-2,2220,10
馬連,1-3,2330,9
ワイド,1-3,880,12
ワイド,3-7,650,7
ワイド,1-7,250,1
馬単,3-1,6670,23
3連複,1-3-7,2440,7
3連単,3-1-7,22040,65
