着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,ロケベンドラ,牝4,56.0,津村,1:34.6,,2,2.8,35.0,栗東西園翔,446(0)
2,7,12,シャンソンドール,牝4,56.0,戸崎圭,1:34.6,クビ,1,2.7,34.7,美浦奥村武,484(-12)
3,6,10,ルナルーチェット,牝4,56.0,ミシェ,1:34.9,1.1/2,3,7.3,35.0,美浦松尾,422(-2)
4,5,7,レイユール,牝4,56.0,長浜,1:35.0,1,7,28.3,34.3,美浦手塚久,424(-12)
5,1,1,ホウオウシンデレラ,牝5,56.0,丸田,1:35.1,3/4,5,14.2,34.9,美浦奥村武,484(+12)
6,3,4,エリム,牝6,56.0,原田和,1:35.5,2,13,164.2,35.1,美浦上原博,458(+2)
7,5,8,ミーントゥビー,牝4,56.0,松岡,1:35.6,1,6,15.3,34.9,美浦堀内,434(-4)
8,8,13,キスアンドクライ,牝4,56.0,三浦,1:35.7,クビ,4,9.9,35.4,栗東橋口,454(-2)
9,3,3,ベルビースタローン,牝4,56.0,小林美,1:35.8,3/4,8,30.1,36.1,美浦戸田,506(-16)
10,6,9,イブニングタイド,牝4,56.0,内田博,1:35.8,クビ,10,51.0,35.9,美浦林,458(+6)
11,8,14,ギフテッド,牝4,56.0,今村,1:35.9,1/2,11,62.5,35.5,美浦武井,456(+2)
12,4,6,マルカオペラ,牝5,56.0,斎藤,1:36.2,1.3/4,9,36.4,35.7,栗東浜田,478(0)
13,7,11,ミラーダカリエンテ,牝4,56.0,丹内,1:36.4,1.1/2,12,66.9,36.7,美浦相沢,502(+4)
14,4,5,オーロラアーク,牝7,56.0,柴田大,1:36.9,3,14,317.0,36.1,美浦石栗,454(-6)
