着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,ライリッズ,牡4,58.0,ルメー,2:24.2,,2,3.7,33.9,美浦宮田,490(0)
2,4,4,ジューンレインボー,牝4,56.0,松田,2:24.3,1/2,6,14.4,34.3,栗東武英,438(-4)
3,3,3,ゴールドプリンセス,牝3,53.0,岩田望,2:24.4,1,4,5.5,33.9,栗東寺島,474(+6)
4,1,1,ブレイヴロッカー,牡3,55.0,藤岡康,2:24.7,1.3/4,3,4.4,34.0,栗東本田,462(+2)
5,6,6,キングロコマイカイ,牡4,58.0,吉田隼,2:24.7,アタマ,8,35.0,33.7,栗東須貝,490(-10)
6,7,8,マコトヴェリーキー,牡3,55.0,川田,2:25.1,2,1,3.1,34.7,栗東上村,468(-4)
7,7,9,リンフレスカンテ,牡5,58.0,和田竜,2:25.1,ハナ,5,11.3,34.2,栗東宮本,438(-4)
8,5,5,スズノマーベリック,セ4,58.0,モレイ,2:26.4,8,7,19.5,35.8,栗東石坂,466(-4)
9,2,2,クリノキングボス,牡6,58.0,酒井,2:26.4,クビ,11,187.1,35.2,美浦天間,476(-8)
10,8,11,レッドエンヴィー,牡7,58.0,中井,2:26.5,3/4,10,129.5,35.8,栗東坂口,504(0)
11,8,10,フィレンツェ,牡4,58.0,国分優,2:27.3,5,9,119.5,36.7,美浦加藤士,452(0)
