着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,レモンポップ,牡6,58.0,坂井,1:50.1,,1,2.2,36.9,美浦田中博,516(+2)
2,4,8,ウィルソンテソーロ,牡5,58.0,川田,1:50.1,ハナ,2,5.5,36.2,美浦小手川,482(-4)
3,3,6,ドゥラエレーデ,牡4,58.0,ムーア,1:50.4,1.1/2,9,42.6,36.4,栗東池添,512(-6)
4,2,3,ハギノアレグリアス,牡7,58.0,岩田望,1:50.5,3/4,6,15.3,36.7,栗東四位,498(+2)
5,2,4,ペプチドナイル,牡6,58.0,藤岡佑,1:50.5,ハナ,3,6.8,37.1,栗東武英,534(+4)
6,6,12,サンライズジパング,牡3,56.0,武豊,1:50.6,1/2,4,7.4,37.1,栗東音無,520(+8)
7,5,10,アーテルアストレア,牝5,56.0,菱田,1:50.6,クビ,12,82.9,36.3,栗東橋口,476(+2)
8,3,5,ペイシャエス,牡5,58.0,横山和,1:50.8,1,11,72.7,37.1,美浦小西,500(+2)
9,8,15,グロリアムンディ,牡6,58.0,北村宏,1:51.3,3,16,258.0,37.6,栗東大久保,502(+2)
10,6,11,ミトノオー,牡4,58.0,松山,1:51.4,1,15,167.5,38.1,美浦牧,514(+12)
11,1,1,クラウンプライド,牡5,58.0,横山武,1:52.0,3.1/2,7,16.6,38.4,栗東新谷,508(+4)
12,4,7,セラフィックコール,牡4,58.0,Cデム,1:52.4,2,8,18.3,38.7,栗東寺島,538(0)
13,7,13,ミックファイア,牡4,58.0,ルメー,1:52.4,クビ,10,60.5,37.9,地方渡辺和,500(-5)
14,5,9,テーオードレフォン,牡5,58.0,三浦,1:52.8,2.1/2,14,107.7,38.8,栗東梅田,494(+2)
15,8,16,ガイアフォース,牡5,58.0,長岡,1:53.7,5,5,13.7,40.0,栗東杉山晴,496(+2)
16,7,14,スレイマン,牡6,58.0,斎藤,1:53.8,1/2,13,107.1,40.1,栗東池添,548(+6)
