コーナー,通過順
1コーナー,"13-5=1(8,9)(2,10)3-(12,11)-4,7,6"
2コーナー,"13-5=1(8,9)2,10-3-11-(12,4)-7,6"
3コーナー,"5(8,1)(2,9)-(10,3)11=4=7,6=13=12"
4コーナー,"1,9(5,8)(2,3)(10,11)-4=7,6=1312"
