コーナー,通過順
1コーナー,"13-10(12,14)(2,3)9,1(4,7,8)(11,6)5"
2コーナー,"13-10,12(14,3)(2,9)1(4,7)8(5,11)-6"
3コーナー,"13-12,14(1,3)(7,9)4-(2,8)(10,5)11=6"
4コーナー,"13(12,14)(1,3)7(4,9)(2,8)-11,5=10=6"
